record_id,hospital_id,procedure_id,period_id,patient_count,p50_wait_days,p90_wait_days,pct_within_benchmark,data_completeness
5742,116,1,2,133,108.6,240.3,71.0,Complete
5743,116,1,3,110,107.9,198.9,86.8,Complete
5744,116,1,4,102,122.9,233.1,73.9,Complete
5745,116,1,5,43,100.3,195.3,80.1,Complete
5746,116,1,6,127,127.9,222.6,76.1,Partial
5747,116,1,7,72,170.9,285.3,64.2,Complete
5748,116,1,8,52,199.7,340.2,50.4,Complete
5749,116,1,9,112,108.8,208.3,78.4,Complete
5750,116,1,10,141,106.7,230.1,82.3,Complete
5751,116,2,1,80,128.4,262.5,61.9,Complete
5752,116,2,2,61,135.4,263.8,65.7,Complete
5753,116,2,3,128,135.0,267.4,60.6,Complete
5754,116,2,4,107,138.9,261.7,66.4,Complete
5755,116,2,5,143,107.6,199.5,78.6,Complete
5756,116,2,6,152,131.5,230.6,81.1,Partial
5757,116,2,7,63,206.7,345.0,53.7,Complete
5758,116,2,8,63,166.9,333.5,52.1,Complete
5759,116,2,9,133,133.3,230.7,80.9,Complete
5760,116,2,10,53,104.2,210.2,87.7,Complete
5761,116,3,1,105,1.3,2.7,75.9,Complete
5762,116,3,2,137,1.3,2.6,69.5,Complete
5763,116,3,3,131,1.3,2.9,65.4,Partial
5764,116,3,4,136,1.6,2.9,58.8,Complete
5765,116,3,5,85,1.1,2.5,69.0,Complete
5766,116,3,6,146,1.6,2.9,58.4,Complete
5767,116,3,7,124,2.0,3.5,56.5,Complete
5768,116,3,8,144,2.0,4.3,44.8,Complete
5769,116,3,9,151,1.3,2.3,68.8,Complete
5770,116,3,10,167,1.1,2.1,93.2,Partial
5771,116,4,1,48,73.2,146.2,67.3,Complete
5772,116,4,2,117,59.8,132.1,77.3,Partial
5773,116,4,3,42,72.4,141.0,75.4,Complete
5774,116,4,4,129,78.7,162.1,56.1,Complete
5775,116,4,5,68,77.9,141.3,79.5,Estimated
5776,116,4,6,57,70.8,136.5,67.5,Complete
5777,116,4,7,47,113.2,240.1,44.4,Complete
5778,116,4,8,47,122.1,227.7,47.1,Partial
5779,116,4,9,77,91.7,158.6,66.5,Complete
5780,116,4,10,164,93.8,157.2,69.5,Complete
5781,116,5,1,80,18.8,33.0,80.8,Complete
5782,116,5,2,94,19.1,33.5,79.2,Complete
5783,116,5,3,137,15.9,33.1,79.6,Complete
5784,116,5,4,104,20.5,37.1,77.9,Complete
5785,116,5,5,60,24.1,41.7,60.8,Complete
5786,116,5,6,116,18.5,37.8,65.7,Complete
5787,116,5,7,81,19.8,43.9,58.2,Partial
5788,116,5,8,38,28.4,57.4,44.0,Complete
5789,116,5,9,77,17.8,35.6,74.3,Partial
5790,116,5,10,113,21.9,36.6,65.6,Complete
5791,116,6,1,143,7.8,16.9,75.6,Complete
5792,116,6,2,103,11.1,18.9,70.4,Complete
5793,116,6,3,145,10.5,21.3,68.7,Complete
5794,116,6,4,114,10.4,18.1,74.8,Complete
5795,116,6,5,130,10.8,20.8,68.0,Complete
5796,116,6,6,185,8.6,18.4,65.7,Partial
5797,116,6,7,159,15.1,26.9,52.1,Complete
5798,116,6,8,182,14.6,29.0,48.9,Complete
5799,116,6,9,206,7.7,16.0,82.2,Complete
5800,116,6,10,195,9.3,17.0,81.3,Complete
5801,116,7,1,48,22.7,38.6,65.7,Complete
5802,116,7,2,62,25.3,42.5,64.3,Complete
5803,116,7,3,78,16.4,31.0,73.8,Complete
5804,116,7,4,110,19.0,33.7,80.0,Complete
5805,116,7,5,93,19.6,36.7,71.1,Complete
5806,116,7,6,85,20.1,40.1,61.2,Complete
5807,116,7,7,30,29.7,54.6,51.2,Complete
5808,116,7,8,25,32.9,56.5,45.7,Estimated
5809,116,7,9,97,15.7,33.1,68.9,Complete
5810,116,7,10,168,17.0,28.7,83.2,Complete
5811,116,8,1,74,21.6,41.7,63.1,Partial
5812,116,8,2,184,25.4,45.2,56.5,Partial
5813,116,8,3,107,15.3,33.1,91.5,Complete
5814,116,8,4,89,23.9,41.5,62.9,Estimated
5815,116,8,5,115,20.8,43.6,60.8,Complete
5816,116,8,6,80,18.6,32.8,96.0,Complete
5817,116,8,7,41,27.7,50.5,58.4,Partial
5818,116,8,8,87,24.6,54.3,44.6,Estimated
5819,116,8,9,65,22.3,38.4,80.4,Partial
5820,116,8,10,88,23.6,42.6,59.5,Partial
5821,117,1,1,114,118.9,225.7,80.1,Partial
5822,117,1,2,73,102.4,187.6,87.7,Complete
5823,117,1,3,166,107.0,206.6,82.3,Complete
5824,117,1,4,75,123.0,231.8,81.8,Partial
5825,117,1,5,92,90.0,180.7,93.1,Complete
5826,117,1,6,58,127.8,231.0,75.8,Complete
5827,117,1,7,59,138.6,263.9,58.1,Complete
5828,117,1,8,59,195.9,341.2,45.4,Partial
5829,117,1,9,98,99.1,191.4,86.5,Complete
5830,117,1,10,119,100.9,190.7,92.9,Complete
5831,117,2,1,75,123.7,230.3,75.2,Complete
5832,117,2,2,161,118.1,255.7,74.7,Complete
5833,117,2,3,168,139.5,246.7,61.4,Complete
5834,117,2,4,191,110.4,240.1,76.6,Complete
5835,117,2,5,125,108.7,208.8,90.6,Complete
5836,117,2,6,129,118.3,247.7,63.2,Partial
5837,117,2,7,76,146.0,317.8,60.0,Complete
5838,117,2,8,28,195.1,345.8,45.6,Complete
5839,117,2,9,67,129.6,225.4,78.0,Complete
5840,117,2,10,103,129.0,230.8,75.7,Complete
5841,117,3,1,176,1.5,2.9,65.6,Complete
5842,117,3,2,174,1.3,2.6,79.7,Complete
5843,117,3,3,195,1.5,2.7,72.6,Partial
5844,117,3,4,200,1.0,2.1,82.1,Complete
5845,117,3,5,147,1.4,2.6,69.1,Complete
5846,117,3,6,229,1.1,2.3,89.3,Complete
5847,117,3,7,119,1.9,3.6,48.5,Complete
5848,117,3,8,157,2.1,3.5,46.3,Complete
5849,117,3,9,247,1.2,2.1,95.7,Complete
5850,117,3,10,188,1.5,2.6,62.1,Complete
5851,117,4,1,154,71.9,152.9,64.0,Complete
5852,117,4,2,107,57.4,119.6,80.3,Complete
5853,117,4,3,52,78.0,130.5,87.1,Complete
5854,117,4,4,180,57.5,115.8,100.0,Partial
5855,117,4,5,152,64.9,122.6,94.2,Complete
5856,117,4,6,81,75.5,131.7,69.4,Complete
5857,117,4,7,40,92.3,199.4,50.0,Complete
5858,117,4,8,77,82.8,182.5,64.0,Complete
5859,117,4,9,210,80.3,150.5,75.6,Complete
5860,117,4,10,94,60.1,128.8,88.8,Complete
5861,117,5,1,137,20.3,37.3,70.9,Complete
5862,117,5,2,72,20.7,36.7,77.4,Complete
5863,117,5,3,147,18.9,37.5,69.6,Complete
5864,117,5,4,119,17.3,30.4,81.6,Complete
5865,117,5,5,50,16.3,30.7,85.0,Complete
5866,117,5,6,173,13.9,28.8,97.4,Complete
5867,117,5,7,73,24.2,41.6,68.0,Complete
5868,117,5,8,76,23.2,46.9,57.8,Complete
5869,117,5,9,155,15.8,28.9,83.2,Complete
5870,117,5,10,99,17.2,30.4,74.9,Complete
5871,117,6,1,215,11.1,20.1,71.3,Complete
5872,117,6,2,216,9.3,15.9,78.5,Complete
5873,117,6,3,101,10.3,18.4,76.6,Complete
5874,117,6,4,238,8.0,15.6,77.5,Complete
5875,117,6,5,124,7.2,15.6,77.6,Complete
5876,117,6,6,108,9.4,16.9,80.9,Complete
5877,117,6,7,120,14.8,25.2,48.3,Complete
5878,117,6,8,194,11.6,24.3,47.9,Complete
5879,117,6,9,224,10.2,18.2,66.5,Complete
5880,117,6,10,221,9.2,16.6,85.1,Complete
5881,117,7,1,155,20.5,38.6,68.0,Complete
5882,117,7,2,130,21.4,39.0,58.1,Complete
5883,117,7,3,79,18.8,39.6,70.9,Partial
5884,117,7,4,84,21.4,38.2,74.1,Complete
5885,117,7,5,56,17.2,34.9,84.2,Estimated
5886,117,7,6,65,17.8,36.4,80.4,Complete
5887,117,7,7,29,24.8,50.8,54.7,Complete
5888,117,7,8,99,27.9,49.4,59.2,Complete
5889,117,7,9,172,15.6,33.8,68.7,Complete
5890,117,7,10,222,19.3,37.1,78.5,Complete
5891,117,8,1,98,17.7,30.7,100.0,Complete
5892,117,8,2,47,25.2,42.4,63.5,Complete
5893,117,8,3,58,21.9,39.4,69.2,Partial
5894,117,8,4,64,15.9,30.3,88.8,Complete
5895,117,8,5,88,15.2,32.6,89.8,Complete
5896,117,8,6,127,16.0,31.2,77.7,Complete
5897,117,8,7,112,24.3,49.7,50.5,Complete
5898,117,8,8,46,25.4,55.0,44.1,Complete
5899,117,8,9,184,14.5,31.8,80.2,Complete
5900,117,8,10,70,18.2,36.5,82.3,Complete
5901,118,1,1,100,166.4,309.7,57.1,Complete
5902,118,1,2,51,125.6,274.9,56.4,Complete
5903,118,1,3,87,122.1,237.1,65.0,Complete
5904,118,1,4,75,179.8,305.1,48.2,Complete
5905,118,1,5,87,118.7,224.2,67.6,Complete
5906,118,1,6,62,163.3,298.7,57.9,Complete
5907,118,1,7,48,204.1,363.9,49.3,Complete
5908,118,1,8,24,203.4,393.2,43.2,Complete
5909,118,1,9,43,158.5,273.5,64.6,Complete
5910,118,1,10,139,106.5,235.2,76.6,Partial
5911,118,2,1,117,158.0,290.3,55.7,Complete
5912,118,2,2,89,125.2,274.2,61.8,Complete
5913,118,2,3,89,142.1,286.8,61.0,Partial
5914,118,2,4,69,146.8,273.7,54.2,Complete
5915,118,2,5,88,154.6,286.3,55.8,Complete
5916,118,2,6,44,137.8,240.9,70.3,Partial
5917,118,2,7,40,192.9,326.2,58.4,Complete
5918,118,2,8,26,232.8,440.9,33.5,Complete
5919,118,2,9,89,143.3,277.0,57.8,Complete
5920,118,2,10,53,132.7,238.8,69.7,Partial
5921,118,7,1,64,27.4,46.4,51.1,Estimated
5922,118,7,2,104,17.9,37.5,73.7,Complete
5923,118,7,3,117,22.5,44.7,61.2,Complete
5924,118,7,4,102,21.7,42.4,65.8,Complete
5925,118,7,5,107,19.5,38.5,68.6,Complete
5926,118,7,6,87,25.2,42.4,58.1,Complete
5927,118,7,7,27,29.6,53.9,42.4,Complete
5928,118,7,8,20,35.8,66.3,36.5,Complete
5929,118,7,9,118,19.4,36.2,68.7,Complete
5930,118,7,10,42,23.8,40.5,63.0,Complete
5931,118,8,1,36,23.9,42.8,60.4,Complete
5932,118,8,2,46,26.7,44.8,61.5,Complete
5933,118,8,3,35,26.4,45.8,64.3,Complete
5934,118,8,4,89,23.2,50.3,62.6,Complete
5935,118,8,5,47,18.3,37.8,75.7,Complete
5936,118,8,6,87,21.4,39.0,63.7,Estimated
5937,118,8,7,48,29.0,55.5,47.5,Complete
5938,118,8,8,39,33.0,70.8,37.4,Complete
5939,118,8,9,64,26.0,44.4,58.4,Complete
5940,118,8,10,123,23.2,42.9,60.1,Complete
5941,119,1,1,116,132.0,234.3,81.5,Complete
5942,119,1,2,123,139.5,267.2,69.6,Estimated
5943,119,1,3,92,121.1,252.0,64.0,Estimated
5944,119,1,4,58,135.5,233.4,76.2,Complete
5945,119,1,5,47,109.8,237.9,72.5,Complete
5946,119,1,6,89,107.5,220.8,70.3,Complete
5947,119,1,7,85,144.4,293.8,49.7,Partial
5948,119,1,8,52,168.7,367.1,47.5,Complete
5949,119,1,9,105,136.8,234.9,66.2,Complete
5950,119,1,10,50,118.8,225.4,67.9,Complete
5951,119,2,1,133,146.9,245.1,59.6,Complete
5952,119,2,2,42,120.7,247.4,64.0,Complete
5953,119,2,3,36,124.9,250.6,66.6,Complete
5954,119,2,4,120,113.9,208.8,89.8,Complete
5955,119,2,5,85,129.2,219.3,76.4,Complete
5956,119,2,6,115,119.2,262.1,59.2,Complete
5957,119,2,7,32,183.0,359.2,47.9,Complete
5958,119,2,8,31,180.9,332.9,57.2,Complete
5959,119,2,9,130,130.6,252.0,63.2,Partial
5960,119,2,10,169,100.7,206.3,85.8,Complete
5961,119,3,1,134,1.3,2.8,72.0,Partial
5962,119,3,2,97,1.5,3.0,69.3,Estimated
5963,119,3,3,140,1.4,2.6,64.8,Complete
5964,119,3,4,112,1.2,2.5,69.1,Complete
5965,119,3,5,107,1.4,2.6,63.2,Complete
5966,119,3,6,105,1.2,2.4,76.8,Complete
5967,119,3,7,164,2.1,4.1,46.4,Complete
5968,119,3,8,187,1.7,3.7,53.3,Complete
5969,119,3,9,197,1.5,2.5,73.5,Complete
5970,119,3,10,148,1.5,2.5,81.7,Complete
5971,119,4,1,118,94.6,164.5,58.0,Complete
5972,119,4,2,53,72.5,142.7,73.1,Estimated
5973,119,4,3,134,70.1,143.5,63.2,Complete
5974,119,4,4,110,58.7,127.4,70.4,Complete
5975,119,4,5,91,81.2,154.3,73.4,Complete
5976,119,4,6,62,77.2,149.5,60.8,Complete
5977,119,4,7,52,117.9,206.5,52.8,Complete
5978,119,4,8,44,102.0,183.8,58.8,Complete
5979,119,4,9,37,64.6,127.9,83.4,Complete
5980,119,4,10,101,63.4,127.1,81.0,Complete
5981,119,5,1,82,16.1,32.8,85.0,Complete
5982,119,5,2,61,20.1,39.4,59.8,Complete
5983,119,5,3,56,20.2,37.9,68.4,Complete
5984,119,5,4,72,22.6,39.0,59.7,Complete
5985,119,5,5,62,18.2,31.1,82.7,Complete
5986,119,5,6,50,17.5,33.4,80.5,Complete
5987,119,5,7,47,27.2,49.7,45.8,Complete
5988,119,5,8,58,29.6,57.3,49.5,Complete
5989,119,5,9,198,17.0,35.7,73.8,Complete
5990,119,5,10,50,16.0,30.8,79.0,Complete
5991,119,6,1,124,11.6,20.5,70.4,Complete
5992,119,6,2,101,9.9,17.8,69.3,Partial
5993,119,6,3,186,8.7,18.8,64.7,Complete
5994,119,6,4,166,12.2,20.5,62.0,Complete
5995,119,6,5,115,8.4,17.0,75.9,Complete
5996,119,6,6,115,10.4,18.0,81.1,Complete
5997,119,6,7,145,10.8,22.3,65.1,Complete
5998,119,6,8,142,13.9,24.2,46.6,Partial
5999,119,6,9,206,10.5,19.0,69.8,Complete
6000,119,6,10,120,11.3,20.1,70.7,Complete
6001,119,7,1,113,20.2,38.5,76.3,Complete
6002,119,7,2,140,24.6,41.6,68.7,Complete
6003,119,7,3,76,21.3,36.6,73.7,Complete
6004,119,7,4,45,20.4,37.6,61.4,Complete
6005,119,7,5,66,19.8,36.6,77.3,Complete
6006,119,7,6,96,23.4,40.5,67.0,Complete
6007,119,7,7,39,22.9,50.6,45.4,Complete
6008,119,7,8,70,29.2,56.6,40.4,Complete
6009,119,7,9,54,19.1,32.0,70.1,Complete
6010,119,7,10,118,16.1,32.4,69.4,Complete
6011,119,8,1,52,20.5,42.2,65.7,Complete
6012,119,8,2,108,23.0,45.0,68.6,Estimated
6013,119,8,3,33,26.4,45.1,58.9,Complete
6014,119,8,4,51,17.7,36.0,81.1,Complete
6015,119,8,5,127,24.9,44.4,57.6,Complete
6016,119,8,6,58,20.4,40.7,66.7,Complete
6017,119,8,7,53,21.0,46.4,54.6,Complete
6018,119,8,8,37,35.6,60.7,44.3,Estimated
6019,119,8,9,123,20.7,36.1,72.6,Complete
6020,119,8,10,72,16.7,33.3,74.5,Complete
6021,120,1,1,170,108.5,212.7,87.3,Complete
6022,120,1,2,78,106.9,192.0,92.6,Complete
6023,120,1,3,203,101.3,182.2,81.8,Complete
6024,120,1,4,88,118.9,214.2,74.8,Complete
6025,120,1,5,140,97.3,199.7,84.1,Complete
6026,120,1,6,116,97.1,187.1,78.4,Complete
6027,120,1,7,100,133.1,265.3,63.8,Complete
6028,120,1,8,63,140.7,263.9,70.8,Complete
6029,120,1,9,68,110.2,191.5,89.3,Partial
6030,120,1,10,159,117.8,211.5,82.7,Complete
6031,120,2,1,200,114.1,248.5,74.6,Complete
6032,120,2,2,99,139.2,239.4,72.9,Complete
6033,120,2,3,165,91.9,181.0,82.3,Complete
6034,120,2,4,54,88.5,178.3,88.9,Complete
6035,120,2,5,98,129.7,236.1,79.5,Complete
6036,120,2,6,90,119.4,199.1,91.8,Complete
6037,120,2,7,105,147.2,287.3,53.0,Partial
6038,120,2,8,99,164.5,282.1,57.8,Complete
6039,120,2,9,96,121.0,207.1,80.9,Complete
6040,120,2,10,241,90.5,197.2,87.9,Complete
6041,120,3,1,239,1.2,2.3,85.7,Complete
6042,120,3,2,154,1.4,2.6,70.3,Complete
6043,120,3,3,233,1.0,2.2,84.0,Complete
6044,120,3,4,141,1.1,2.2,85.5,Complete
6045,120,3,5,102,1.3,2.6,67.3,Complete
6046,120,3,6,140,1.0,2.2,77.3,Complete
6047,120,3,7,185,1.4,2.7,59.0,Complete
6048,120,3,8,187,1.6,3.2,53.5,Complete
6049,120,3,9,174,1.2,2.2,78.1,Partial
6050,120,3,10,225,1.1,1.9,100.0,Partial
6051,120,4,1,179,76.4,151.1,77.0,Complete
6052,120,4,2,159,66.6,127.0,83.6,Complete
6053,120,4,3,158,67.8,124.2,81.2,Complete
6054,120,4,4,128,65.8,120.5,74.9,Complete
6055,120,4,5,83,65.1,112.6,99.3,Complete
6056,120,4,6,141,79.4,145.0,68.8,Complete
6057,120,4,7,151,78.7,154.5,65.3,Complete
6058,120,4,8,101,106.8,190.2,60.3,Complete
6059,120,4,9,229,79.9,141.9,80.1,Complete
6060,120,4,10,285,61.2,112.8,79.9,Complete
6061,120,5,1,73,15.1,28.0,83.1,Complete
6062,120,5,2,162,17.3,34.9,64.9,Complete
6063,120,5,3,168,17.3,31.4,86.1,Complete
6064,120,5,4,107,18.4,35.1,66.8,Complete
6065,120,5,5,103,16.5,31.7,77.2,Complete
6066,120,5,6,70,16.0,31.4,81.6,Complete
6067,120,5,7,23,22.7,49.1,53.0,Complete
6068,120,5,8,83,24.9,46.9,59.2,Complete
6069,120,5,9,209,16.4,33.3,70.9,Complete
6070,120,5,10,172,16.9,34.2,80.4,Complete
6071,120,6,1,247,8.7,16.0,80.1,Complete
6072,120,6,2,196,7.0,14.5,99.0,Complete
6073,120,6,3,128,7.8,13.5,97.5,Complete
6074,120,6,4,141,7.6,14.4,90.7,Complete
6075,120,6,5,200,9.7,16.5,75.6,Complete
6076,120,6,6,174,8.3,16.7,69.5,Complete
6077,120,6,7,145,11.9,21.2,61.7,Complete
6078,120,6,8,135,13.1,26.1,52.9,Complete
6079,120,6,9,183,8.6,16.1,90.4,Complete
6080,120,6,10,258,9.2,17.8,65.1,Complete
6081,120,7,1,127,18.9,36.7,61.8,Complete
6082,120,7,2,72,13.7,28.0,95.3,Partial
6083,120,7,3,67,13.2,28.9,97.8,Complete
6084,120,7,4,144,17.3,36.2,78.7,Complete
6085,120,7,5,67,16.1,30.3,79.5,Partial
6086,120,7,6,115,16.3,33.4,75.5,Complete
6087,120,7,7,66,24.1,48.6,59.9,Complete
6088,120,7,8,77,18.6,37.5,66.3,Complete
6089,120,7,9,157,13.0,26.2,97.7,Partial
6090,120,7,10,342,16.9,29.4,86.4,Complete
6091,120,8,1,170,17.4,37.8,83.0,Complete
6092,120,8,2,154,20.6,37.8,77.0,Complete
6093,120,8,3,78,19.9,34.5,81.0,Complete
6094,120,8,4,192,18.5,32.8,73.1,Complete
6095,120,8,5,143,20.4,38.4,80.4,Partial
6096,120,8,6,111,16.1,29.2,100.0,Partial
6097,120,8,7,97,32.1,56.2,42.8,Complete
6098,120,8,8,90,27.7,47.3,52.0,Complete
6099,120,8,9,60,18.1,30.2,94.1,Complete
6100,120,8,10,169,15.1,31.8,91.6,Complete
6101,121,1,1,212,103.1,189.1,81.2,Complete
6102,121,1,2,306,122.1,236.3,72.8,Complete
6103,121,1,3,318,124.4,217.0,69.8,Estimated
6104,121,1,4,260,118.0,239.9,71.8,Partial
6105,121,1,5,154,111.9,205.6,74.4,Partial
6106,121,1,6,147,103.5,224.2,75.6,Complete
6107,121,1,7,147,148.9,297.1,56.2,Estimated
6108,121,1,8,44,151.7,292.2,63.0,Complete
6109,121,1,9,456,90.1,190.7,84.1,Estimated
6110,121,1,10,209,81.5,180.8,83.1,Partial
6111,121,2,1,112,123.1,216.4,70.3,Complete
6112,121,2,2,167,123.0,213.3,86.0,Complete
6113,121,2,3,128,112.0,232.3,65.4,Complete
6114,121,2,4,89,116.1,202.8,85.8,Complete
6115,121,2,5,164,93.1,205.8,74.6,Complete
6116,121,2,6,227,116.3,228.3,70.6,Complete
6117,121,2,7,76,184.8,338.8,49.7,Complete
6118,121,2,8,96,165.7,284.1,64.7,Complete
6119,121,2,9,329,129.0,239.2,64.3,Complete
6120,121,2,10,178,88.7,185.6,85.0,Complete
6121,121,3,1,220,1.0,2.0,84.3,Complete
6122,121,3,2,340,1.5,2.7,72.7,Complete
6123,121,3,3,328,1.1,2.3,70.9,Complete
6124,121,3,4,238,1.6,2.8,67.4,Complete
6125,121,3,5,382,1.1,2.1,91.7,Complete
6126,121,3,6,361,1.0,2.3,78.2,Complete
6127,121,3,7,321,2.0,3.6,49.1,Partial
6128,121,3,8,296,1.6,3.3,54.3,Complete
6129,121,3,9,258,1.3,2.3,84.2,Complete
6130,121,3,10,443,1.2,2.4,67.5,Complete
6131,121,4,1,240,62.8,128.5,74.0,Complete
6132,121,4,2,194,78.7,139.6,76.9,Complete
6133,121,4,3,187,74.6,148.5,75.7,Complete
6134,121,4,4,256,72.6,134.2,72.4,Complete
6135,121,4,5,167,84.9,150.8,72.7,Complete
6136,121,4,6,112,67.3,125.2,86.6,Partial
6137,121,4,7,116,98.8,202.6,54.9,Complete
6138,121,4,8,120,104.9,204.4,55.7,Partial
6139,121,4,9,125,73.1,138.9,67.7,Complete
6140,121,4,10,105,75.2,143.2,77.5,Complete
6141,121,5,1,114,22.6,39.1,60.8,Complete
6142,121,5,2,119,14.3,29.4,77.7,Complete
6143,121,5,3,164,16.2,33.9,71.2,Complete
6144,121,5,4,155,16.5,35.9,66.9,Complete
6145,121,5,5,166,17.4,33.5,67.7,Complete
6146,121,5,6,120,18.1,32.4,72.0,Complete
6147,121,5,7,171,25.4,55.5,41.9,Complete
6148,121,5,8,143,25.1,42.4,53.2,Complete
6149,121,5,9,273,20.4,35.7,76.9,Complete
6150,121,5,10,188,19.0,34.8,65.9,Partial
6151,121,6,1,244,7.7,15.6,83.5,Complete
6152,121,6,2,245,10.1,17.2,83.3,Complete
6153,121,6,3,270,7.8,14.7,83.3,Complete
6154,121,6,4,213,8.8,16.0,83.1,Complete
6155,121,6,5,358,7.9,15.0,82.8,Complete
6156,121,6,6,189,10.8,19.1,72.5,Complete
6157,121,6,7,249,14.9,25.2,51.8,Complete
6158,121,6,8,323,12.8,27.0,41.8,Complete
6159,121,6,9,300,7.6,16.5,70.2,Complete
6160,121,6,10,264,7.5,13.7,83.8,Complete
6161,121,7,1,160,21.9,40.3,63.0,Complete
6162,121,7,2,170,21.3,36.8,75.6,Complete
6163,121,7,3,242,14.3,29.5,83.4,Partial
6164,121,7,4,289,21.1,35.4,65.1,Complete
6165,121,7,5,93,20.3,34.5,72.0,Complete
6166,121,7,6,117,13.5,29.2,80.9,Complete
6167,121,7,7,122,19.9,44.0,59.9,Complete
6168,121,7,8,141,26.5,44.9,57.1,Estimated
6169,121,7,9,357,18.7,32.6,78.4,Complete
6170,121,7,10,221,16.1,34.8,80.0,Complete
6171,121,8,1,196,19.0,34.6,83.7,Complete
6172,121,8,2,191,20.1,39.2,63.6,Complete
6173,121,8,3,99,14.7,30.7,100.0,Complete
6174,121,8,4,304,15.4,31.0,96.5,Partial
6175,121,8,5,291,22.0,40.9,61.5,Complete
6176,121,8,6,177,18.4,39.6,76.7,Complete
6177,121,8,7,59,26.8,59.0,44.4,Estimated
6178,121,8,8,202,21.0,45.3,54.4,Complete
6179,121,8,9,190,17.0,35.2,88.9,Complete
6180,121,8,10,249,18.7,34.5,85.0,Complete
6181,122,1,1,544,91.8,195.5,77.2,Estimated
6182,122,1,2,360,135.2,240.0,65.6,Complete
6183,122,1,3,261,98.1,207.8,91.7,Complete
6184,122,1,4,513,93.6,199.6,85.8,Complete
6185,122,1,5,550,101.2,219.8,70.7,Complete
6186,122,1,6,178,116.5,203.7,85.4,Complete
6187,122,1,7,247,166.4,338.1,46.7,Complete
6188,122,1,8,150,122.4,268.3,69.2,Complete
6189,122,1,9,674,117.4,240.7,64.8,Complete
6190,122,1,10,938,136.6,234.5,71.1,Complete
6191,122,2,1,430,108.4,240.3,74.4,Complete
6192,122,2,2,664,114.0,225.1,68.8,Complete
6193,122,2,3,284,106.7,187.5,100.0,Complete
6194,122,2,4,668,102.6,216.3,82.8,Complete
6195,122,2,5,214,112.6,243.1,75.6,Complete
6196,122,2,6,720,88.6,190.5,85.2,Complete
6197,122,2,7,187,143.5,308.4,61.6,Complete
6198,122,2,8,352,118.0,255.1,62.4,Complete
6199,122,2,9,810,103.8,182.9,95.0,Complete
6200,122,2,10,416,115.5,194.1,81.1,Complete
6201,122,3,1,809,1.1,2.1,92.5,Partial
6202,122,3,2,492,1.6,2.8,60.3,Complete
6203,122,3,3,733,1.3,2.7,61.2,Complete
6204,122,3,4,769,1.1,2.4,72.4,Complete
6205,122,3,5,697,1.3,2.7,69.6,Complete
6206,122,3,6,342,1.2,2.6,66.6,Complete
6207,122,3,7,740,2.0,3.6,53.6,Partial
6208,122,3,8,804,1.9,3.4,57.7,Complete
6209,122,3,9,573,1.0,1.9,95.8,Partial
6210,122,3,10,683,1.4,2.4,76.3,Estimated
6211,122,4,1,224,63.5,134.4,73.6,Complete
6212,122,4,2,354,53.0,113.6,97.8,Complete
6213,122,4,3,384,62.9,122.5,75.4,Complete
6214,122,4,4,727,72.1,124.4,81.2,Complete
6215,122,4,5,331,73.8,144.1,78.4,Complete
6216,122,4,6,595,73.5,147.0,76.6,Partial
6217,122,4,7,221,118.7,201.3,55.6,Complete
6218,122,4,8,298,113.1,201.6,46.1,Complete
6219,122,4,9,560,65.1,124.3,90.1,Complete
6220,122,4,10,440,85.8,143.4,72.1,Complete
6221,122,5,1,761,20.5,35.6,68.8,Complete
6222,122,5,2,470,19.0,37.4,74.3,Complete
6223,122,5,3,419,21.4,38.5,65.8,Complete
6224,122,5,4,459,18.5,32.7,72.9,Complete
6225,122,5,5,490,17.9,31.0,93.0,Complete
6226,122,5,6,441,19.3,35.7,74.0,Complete
6227,122,5,7,172,25.1,53.5,44.2,Complete
6228,122,5,8,70,21.2,43.0,68.2,Complete
6229,122,5,9,209,18.7,32.3,73.8,Estimated
6230,122,5,10,429,15.7,26.7,98.2,Complete
6231,122,6,1,722,6.9,14.6,99.7,Partial
6232,122,6,2,586,8.5,14.4,98.6,Complete
6233,122,6,3,498,10.3,18.6,76.4,Complete
6234,122,6,4,591,10.1,17.2,66.8,Complete
6235,122,6,5,548,10.8,18.8,73.2,Complete
6236,122,6,6,453,6.9,15.3,86.1,Complete
6237,122,6,7,584,11.2,21.8,65.3,Complete
6238,122,6,8,534,10.2,22.4,51.2,Complete
6239,122,6,9,924,10.4,18.5,73.0,Estimated
6240,122,6,10,693,9.4,16.0,79.1,Complete
6241,122,7,1,461,15.4,34.3,77.4,Complete
6242,122,7,2,426,18.2,34.7,68.8,Complete
6243,122,7,3,663,17.1,28.4,91.2,Complete
6244,122,7,4,773,19.9,37.9,74.0,Complete
6245,122,7,5,386,19.4,34.7,72.7,Estimated
6246,122,7,6,511,12.9,27.5,100.0,Complete
6247,122,7,7,255,24.2,50.6,47.6,Complete
6248,122,7,8,353,29.5,52.0,44.6,Complete
6249,122,7,9,629,20.6,36.0,69.9,Complete
6250,122,7,10,403,13.0,26.7,100.0,Partial
6251,122,8,1,314,16.5,30.8,96.3,Complete
6252,122,8,2,201,19.5,36.7,83.5,Complete
6253,122,8,3,564,18.1,34.9,71.0,Complete
6254,122,8,4,291,17.7,33.7,83.5,Complete
6255,122,8,5,605,18.9,39.5,64.0,Complete
6256,122,8,6,624,19.0,41.2,70.1,Complete
